record_nickname,age,gender,education,education_region,month_salary,region,race,maritial_status,applicants_number,has_appeal,is_family_apply,has_children,education_type,industry_sector,occupation,visa_type,sg_working_months,tax_times,application_times,application_start_date,application_end_date,additional_detail,result,c_time,m_time,uuid,source
xhs的momo,,,,,,,,,1,FALSE,FALSE,FALSE,,,,,,,,2024-05-20,2024-11-17,"🇸🇬PR在七个月内成功从被拒变成被批🥳❗️ 从绿卡💚升级到蓝卡💙! 分享时间线给大家作为参考✨
	
PR时间线⏰：
💔 被拒 - 2024.02.07
👩‍💻 到弗克斯 - 2024.02.16
✍️ 打造资料和个人简历 - 大概三个月左右
📑 重新申请 - 2024.05.20
📊 四条线 - 2024.11.12
🚀 成功获批 - 2024.11.17
	
用了大概三个月重新调整和装备了一些资料，简历也通过我们亲密的合作伙伴参加活动和融入了新加坡社会！[派对R][派对R]
	
🌈 刷到了四条线，五天后就收到好消息了[偷笑R]
✅ 就在大概7个月内拿下了🇸🇬永久居民PR！
	
有遇到类似情况的朋友们吗❓
	
#新加坡PR[话题]# #新加坡PR申请[话题]# #新加坡永久居民[话题]# #新加坡[话题]# #移民干货分享[话题]# #新加坡移民申请[话题]# #新加坡移民[话题]# #新加坡EP[话题]# #留学新加坡[话题]#",1,1733273585019,1733273585019,2aa314d1-7ac9-4879-a4cb-27898585e1e7,2
sg权志龙,90,,4,1,,1,0,,1,FALSE,FALSE,FALSE,,10,,0,24,,1,2024-03-27,2024-12-03,21年11月ep来新，国内phd，互联网行业，在新工作2年申请，等待8个月整，刷到4条线+可以重新申请,2,1733228580000,1733228580000,20457204-f5d8-472f-83bb-985467c567fe,1
滴滴滴,30,0,,,,1,0,0,1,FALSE,FALSE,FALSE,,10,IT中厂程序员,1,22,2,,2024-03-16,2024-12-03,30岁出头，单身中国人，IT中厂程序员， 90%分位月薪 ，22 年来新，两次纳税， 等待整8个月悲剧。,2,1733197860000,1733197860000,0387491c-7993-4b4c-a902-faa66b2af776,1
9A6,28,1,3,1,5000,1,0,0,1,FALSE,FALSE,FALSE,,,,,18,,1,2024-04-01,2024-12-02,95后单身女，中国人，一年半硕，工作一年半申请，文科薪资一般，等待7.5个月被拒，目前在新加坡4年了,1,1733143680000,1733143680000,ddeb25de-7725-4456-bfda-a3114d98204b,1
乌鱼子,29,1,3,1,7000,1,0,0,1,FALSE,FALSE,FALSE,,,,0,48,0,2,2024-05-13,2024-12-02,95后单身女生，中国人，陆本新硕。第一次四个月秒拒，今年第二次申请，目前在坡4年， base 7k。1202 update: 五个月被拒....,2,1733128200000,1733128200000,fb7e6b60-07fd-43c5-a09d-46c75cd4985f,1
gg,,1,3,1,,1,,0,1,FALSE,FALSE,FALSE,,13,半导体行业,0,24,,2,2024-06-05,2024-12-02,中国单身女，2021来新读master，半导体行业工作两年多，大概六个月刷到四条线可以重新申请。,2,1733127060000,1733127060000,72bd940c-e5c1-4bac-8235-cd714603f6ee,1
xhs的momo,,,,,,,,,1,FALSE,FALSE,FALSE,,,,,,,1,2024-04-05,2024-11-15,"🐲龙年吉祥 本命年拿下PR🇸🇬 七个月到手一切顺顺利利🙏🙏
📌5 April 2024 申请 PR
📌7 Nov 2024 刷到四条线
📌14 Nov 2024 刷到CPF
📌 15 Nov 2024 刷到outcome letter
📌 22 Nov 2024 预约formality
📌 2 Dec 预约collect IC
	
好运传下去☘️大家接……🐲
	
#pr[话题]# #singaporePR[话题]# #malaysian[话题]##初次申请[话题]#",1,1733271951619,1733271951619,db17a8f0-5ede-43d2-a599-6f76907b420d,2
xhs的momo,35,1,3,1,,0,,,1,FALSE,FALSE,FALSE,,,销售行业精英,,,,,2024-05-15,2024-11-14,"🎉恭喜L女士6个月闪电获批新加坡PR！ **个人背景：**
- L女士，35岁，销售行业精英。
- 国内硕士学历，已在新加坡居住四年。
.
**收入申报疑问：**
L女士曾有疑问，提成部分是否可以计入申报资料。答案是可以的！提成以及固定工资之外的其他合法收入都可以作为收入构成的一部分。
.
**申请材料准备：**
在准备申请材料时，我们特别强调了L女士的专业能力和经济实力，这对她成功获批PR起到了关键作用。
.
**申请时间线：**
- 2024年5月15日：提交PR申请。
- 2024年11月14日：申请获批。
.
**成功因素分析：**
L女士的成功不仅在于她的个人背景和收入证明，还在于她对新加坡社会的贡献以及她与新加坡的紧密联系。她的案例证明了，即使不是来自顶尖学府，通过展示专业能力和经济实力，同样能够成功获得PR。
.
恭喜L女士，也祝愿所有正在申请PR的朋友们都能吸吸好运，顺利拿到身份！如果你在申请PR的过程中有任何疑问，💬~
﻿#新加坡pr[话题]#﻿ ﻿#新加坡pr申请[话题]#﻿ ﻿#新加坡申请pr[话题]#﻿ ﻿#新加坡绿卡pr[话题]#﻿ ﻿#新加坡永居申请[话题]#﻿ ﻿#新加坡永居[话题]#﻿",1,1733271951619,1733271951619,0de36cb0-5929-4f15-91e3-c3dc184c35a2,2
xhs的momo,,,0,,,,,,1,FALSE,FALSE,FALSE,,,,,,,,2024-06-07,2024-10-23,"🇸🇬 虽然只有中学离校证书，该过的还是过了 恭喜这位申请人！来新9年，第一份工作到现在，最高学历中学离校证书，4个月半通过的时间就通过了，真的好快
	
申请时间
07.06.2024 - 提交申请
23.10.2024 - 申请通过
	
祝各位一样好运呀~
	
#新加坡PR[话题]# #帮忙申请PR[话题]# #新加坡PR申请[话题]# #pr申请[话题]#",1,1733271951619,1733271951619,5946f6d3-edff-485b-8a4c-f998bbc233c6,2
xhs的momo,,0,,,,0,,1,1,FALSE,TRUE,FALSE,,,,0,,,,2024-03-27,2024-11-29,"新加坡🇸🇬PR两年get. EP+DP无孩没买房。 昨天早上收到的好消息。
	
[点赞R]2022年11月17号登陆新加坡🇸🇬
	
[点赞R]准证是EP+DP, 国籍是新西兰+中国
	
[点赞R]2024年3月27申请，11月29号刷到Approved。
	
我看网上很多人在劝被拒的博主应该买个房交60%的房产税多做点贡献。或者是劝没生孩子的生个孩子还最好是男孩可以服兵役。要么就是劝DP赶紧去找个工作要不然至少去做点义工。不否认做这些可能确实会对pr申请有帮助。但是注意说这些话的人都没有在移民局工作过……因为以上三项我们都没有，但还是在正常时间段里面批了。买房生孩子都是影响人生的大决定，要慎重考虑。
	
#新加坡[话题]# #新加坡ep转pr[话题]# #新加坡pr申请[话题]# #新加坡pr申请[话题]# #中国人申请新加坡绿卡[话题]# #新加坡[话题]# #新加坡pr[话题]# #新加坡绿卡[话题]#",1,1733271951619,1733271951619,126eb2dd-7fae-4eb0-b1d9-a0abb9f767da,2
xhs的momo,,,,,,,,,1,FALSE,FALSE,FALSE,,,,3,,,,2024-07-29,2024-11-14,"新生宝宝🇸🇬PR 四个月线上完成formalities ICA新系统更新后更方便啦！👍
29.07.2024 提交LTVP+PR
	
14.11.2024 收到approved 后，线上完成三个步骤后并付款（参考之前的帖子）收到appointment letter 显示两星期后需要到ICA *备注： appointment letter 不代表允许待在新加坡，需要有valid 的short term visit pass, 因此我们再次extend。
	
29.11.2024 收到Entry Permit (EP) 和 Re-entry Permit (REP) 此时检查appointment part 不见了 。打电话去ICA & 写feedback form 也接收到ICA 的电话回复说忽略之前的预约。线上完成formalities 啦😍
	
#新系统[话题]# #PR批准[话题]# #新生宝宝PR[话题]# #线上完成formalities[话题]#",1,1733271951619,1733271951619,b9d4ee32-fd8f-4352-8ef1-92314c9d92d7,2
xhs的momo,,,2,,,0,,1,2,FALSE,TRUE,FALSE,,,,,,,,2024-05-29,2024-11-21,"🇸🇬｜PR Approved 背景参考-接好运 申请背景&时间线，供各位参考，希望大家都顺利一次拿下，接好运🍀
背景：
国籍：🇨🇳
学历：本科
婚姻状态：已婚未育
入境新加坡时间：24年3月中旬
其它：申请PR刚工作但没薪水单，男作为sponsor递交申请
类似背景且有公民赞助的先不要担心逗留时间，是否有小孩，薪酬等等（我只传了3个月，还没等补充到6个月薪酬单就批了），说不定下个被幸运女神眷顾的就是你
	
时间线:
2024年5月29日递交申请
2024年9月20日，补充提交3个月薪水单以及公司材料
2024年11月21日，PR approved
谢谢新加坡政府，这次效率杠杠的
	
小tips:一方是新加坡公民可以给另一方担保申请，6个月之后如果被拒绝，可以尝试写信给yiyuan请求帮忙，加上明年大选，今年申请据说通过概率可能会提高。还在犹豫的可以冲冲冲，大家都运气加持过过过
	
#新加坡[话题]# #新加坡PR[话题]# #海外[话题]# #小红书[话题]# #小红书礼物季[话题]# #小红书给流量[话题]#",1,1733271951618,1733271951618,a941ee8d-901a-4324-9052-c3eb53bb3ddb,2
xhs的momo,,,,,,1,,,1,FALSE,FALSE,FALSE,,,,0,,,,2024-05-17,2024-11-29,"🇨🇳人🇸🇬pr被拒 老系统
5月17日申请
11月29日被拒
首次申请历时6个月，也算是效率提高了
普通profile ep➕dp 短时间没啥变化
请问现在要不要appeal还是直接重新申请？
#新加坡pr申请[话题]# #新加坡PR被拒[话题]# #新加坡[话题]#",2,1733271951617,1733271951617,61662751-7936-46b6-9a4d-e2ef73590e8a,2
xhs的momo,21,,,,,,,,1,FALSE,FALSE,FALSE,,,,,,,,2023-11-11,2024-11-30,"等了一年Pr终于批了 #新加坡pr申请[话题]# #新加坡pr申请条件[话题]# #新加坡pr工作[话题]#
	
时间线
2023年五月刚上班（SP)过了
六个月后 刚满21岁
	
2023年 十一月十一号申请PR
2024年 七月补交资料
2024年 十月写邮件问ica 还需不需要补资料以及进度
2024年 十一月中旬四条杠加上不能重新申请
2024年 十一月底刷到cpf 过几天后就收到信了",1,1733271951617,1733271951617,37124c09-cb85-4449-88b8-1e510e05159f,2
xhs的momo,30,0,1,5,5000,5,3,0,1,FALSE,FALSE,FALSE,,7,Food and Beverage,,60,,,2024-07-01,2024-11-01,"🇸🇬新加坡PR四个月秒拒，全网征集可能原因 [清单R]大马人，30岁，男，单身🐶
[清单R]Kolej MDIS 学校毕业
[清单R]在🇸🇬f&b做工一直有五年，薪水有五千多
[新月R]新系统提交四个月就收到了拒信，没有原因，我也不懂哪里不好，不是都说大马人是新加坡人兄弟👬不会拿不到PR吗[炸弹R]你们是不是变心了[炸弹R]
#有时候真的很无助[话题]#
	
[飞机R]全网征集🇸🇬PR提交四个月就被拒的小可怜们，我们的背景条件是哪些方面没有得到新加坡的认可[请友好R]
[有R]顺便有没有人第二次申请就通过了，你们的条件是有什么变化嘛？
[红色心形R]分享一下你们都是申请几次PR才通过？有什么心酸史吗？做了什么改变才拿到的PR？让我们借鉴一下经验#上岸吧[话题]#
	
#人生的意义[话题]# #新加坡[话题]# #新加坡PR[话题]# #新加坡pr[话题]# #新加坡pr申请[话题]# #新加坡工作的马来西亚人[话题]#
#你的🇸🇬PR申请几次才通过？[投票]#",2,1733271951617,1733271951617,deaf6a45-393f-478b-96b7-f45908baaab4,2
xhs的momo,37,0,3,1,0,1,,1,2,FALSE,TRUE,FALSE,1,4,IT行业VP,2,24,,,2022-03-01,2024-11-01,"🇸🇬新鲜出炉的PEP申请PR被拒 主申请人：
中国人，QS Top10 美国理工科硕士，IT行业，美国+中国工作近10年，都是世界500强，目前是新加坡本土三大银行之一的VP，PEP薪资。
	
副申请人：
妻子，中国985本科，金融行业HRBP，来新后金融行业HRBP工作一年后公司架构调整被裁，后续接触过几家公司都因工资未能达到EP又没有SP quota未能发出offer，目前DP，待业期间加入多个志愿者社团，几乎每周都做义工。
	
夫妻年龄都为30中，2022年11月一同来新，提交PR时来新1年4个月，被拒时正好来新2年。
	
本来的计划是拿到PR立即买房、生娃，因为不希望娃出生在出租屋内，现在只能计划继续后移。至于到底什么原因被拒，应该appeal还是静待半年重新申请，各位畅所欲言。
	
#新加坡[话题]# #新加坡PR[话题]#",2,1733271951617,1733271951617,9139c57b-a7dd-4baa-be92-f66226922371,2
H,27,0,2,2,10000,2,0,0,1,FALSE,FALSE,FALSE,,,,0,11,1,1,2024-03-20,2024-12-01,台灣人 96男 2022年底到新加坡 單身 學店學士，等到了第一次完整付稅後申請，base ~10K，EP,1,1732767900000,1733029980000,cba08c58-a04d-416c-bb80-5c28aece5b85,1
Saturn,33,0,2,0,4000,1,,,1,FALSE,FALSE,FALSE,,,,0,132,,1,2024-02-08,,"97男，14年来新，local poly+NTU，EP 4k+
2024/2/8申请
2024/11/18收到邮件补交父母CV
继续等待",0,1732632600000,1732632600000,622f064f-6b7e-4069-b4b6-1ed9f085ab29,1
老中,29,,2,1,9000,1,,,1,FALSE,FALSE,FALSE,,10,互联网,0,35,,,2024-02-01,2024-11-01,985 本，不到 30 岁，截至被拒来新接近 3 年，base ~9k，互联网，补充父母材料 1 个月之后拒,2,1732608900000,1732608900000,a8b3c35b-36c5-47bc-be1f-4c11cb7c3c96,1
xhs的momo,,,,,,,,1,1,FALSE,FALSE,FALSE,,,,,,,,2024-06-30,2024-11-27,🇸🇬新系统 5个月拿到PR～ 六月中rom了 六月尾就给老公申请PR了 前两天进去看 发现withdraw 的盒子和upadate document 的盒子没有了 想着要出消息了 今天上班一半收到短信说出结果了～ 打开看 批拉 啦啦啦啦 正好今天生日 算是政府给的生日礼物了 哈哈哈#新加坡pr申请[话题]# #pr申请时间线[话题]#,1,1732954277275,1732954277275,af817461-fd73-4137-a360-accf155e316f,2
xhs的momo,34,0,3,1,,0,,0,1,FALSE,FALSE,FALSE,,,,2,27,2,2,2024-03-01,2024-11-30,"🇸🇬8个月整 4条线+可以重新申请 90年 单身
19年新加坡Top Master 国内211+985本
22年8月来坡 23年2月换PEP
交税2次
23年10月申请 4个月拒
24年3月申请 8个月又悲剧
条件相同的朋友都拿到了，想不到什么拒我的理由
[抓狂R][抓狂R][抓狂R][抓狂R][抓狂R][抓狂R][抓狂R][抓狂R][抓狂R][抓狂R][抓狂R]
#新加坡PR[话题]# #新加坡pr申请[话题]#",2,1732954277274,1732954277274,ccc88c4e-b60e-4e8c-bfbc-e78680612e61,2
xhs的momo,10,,2,1,,,,1,3,FALSE,TRUE,TRUE,,,PEP,2,,,,2021-11-23,2024-11-23,"国内百万年薪拖家带口🇸🇬新加坡PR还是被拒 三年前放弃国内百万年薪来到了新加坡，
曾经美好的计划了未来，
完整规划了孩子的学习成长道路，
现在因为这个新加坡🇸🇬PR，
冷冰冰三个大写的REJECTED，
一切都破碎了💔
不知道到底哪里没有满足PR条件，
不清楚新加坡为什么不接受我们，
PEP+2DP，国内本科毕业十年，老婆985硕士、孩子政府学校上幼儿园。
论经济贡献，够了。
论家庭融入度，在坡三四年，也够了吧。
论奉献，以后我们和孩子都会在新加坡定居。
真不知道到底哪里不适合拿PR了[可怜R]
可以分享下你们经验吗？
下一步我们该何去何从[抱拳R]
	
#新加坡pr[话题]# #新加坡PR[话题]# #新加坡移民[话题]# #新加坡pr申请[话题]# #新加坡生活[话题]# #新加坡工作准证[话题]# #新加坡永久居民[话题]# #开始新生活[话题]# #想记录下此刻[话题]# #好好生活皆如所愿[话题]#
	
#我们下一步应该怎么办？[投票]#",2,1732954277274,1732954277274,c3e43d6c-2832-4220-93ad-012ef5428c92,2
xhs的momo,,1,2,0,,1,,1,1,FALSE,TRUE,FALSE,,,,3,,,,2024-09-11,2024-11-20,"🇸🇬PR新系统两个月上岸💫 背景分享：
幼师，中国人，来新12年，从Student Pass到Spass，本地Diploma/Degree本科文凭都有。婚前自己申请等了13个月，5月被拒，中间申诉，7月继续被拒😂
	
9.3-结婚注册，老公Local SC
9.11-提交LTVP+PR申请
期间老公找了两次议员写信
10月- ICA要求补充我本人本地大学毕业材料
11.18-盒子消失
11.20-LTVP显示Unsuccessful, PR批准💫
同一天刷到CPF
	
接下来开始走相关程序～
	
祝大家都早日上岸！！#新加坡PR[话题]# #新加波pr批准[话题]# #PR盒子消失[话题]# #🇸🇬pr[话题]#",1,1732954277273,1732954277273,6296f4c8-e144-4934-836a-e8d6581cf720,2
xhs的momo,,,,,,,,,1,FALSE,FALSE,FALSE,,,,,,,,2024-12-05,2024-11-22,"🇸🇬PR APPROVED 5.12号申请
11. 14号四条线且不能通过
11.19号刷到cpf
11.22号approve
锦鲤附体[派对R]
#Pr[话题]##新加坡PR锦鲤[话题]#",1,1732954277273,1732954277273,fb2be3bf-22d4-402a-ba62-fbdca9aabe7e,2
xhs的momo,,,,,,,,,1,FALSE,FALSE,FALSE,,,,,,,,2024-04-16,2024-11-19,"来报喜🎉第三次申请PR，Approved了 - 自己在XHS寻找
-Trusted Way Makers(TWM) 帮忙申请
他不是中介‼️不是中介‼️不是中介，重要的事情说三遍，他是个人帮忙申请。
Mr Tey 我是cherlyn,之前小红书的号登不了，所以申请了新户口😅
非常感谢你-Trusted Way Makers (TWM)
很细心，有耐心/有责任感👍👍
公司写错了我的Fin号码，你第一时间就发现了。还帮我写工作职责内容，写的很好😆谢谢🙏
	
16/4/24-申请PR
19/11/24-批了，激动的凌晨就给你发信息😂
正在准备Formalities 的资料
	
#PR[话题]# 下一个就是你们/加油👏
寻找帮忙申请很重要，必须找个细心/有责任感
#新加坡PR[话题]# #PR[话题]#",1,1732954277273,1732954277273,c46d790f-a10e-4106-8057-323080de8ed9,2
xhs的momo,50,,0,,,0,,,1,FALSE,FALSE,FALSE,,,,,,,3,2024-04-16,2024-11-19,"🇸🇬曾被拒两次，年龄无法改变，但不放弃申请 恭喜这位申请人！之前被拒两次，这次终于通过啦！
	
申请时间
16.04.2024 - 提交申请
19.11.2024 - 申请通过✅
	
申请人单身年龄接近50，最高学历学历PMR（初中文凭），来新10年了，期间自己申请过两次被拒，这次第三次让我处理，看到你分享那一瞬间的喜悦，我也满足了，这就是成就感，继续为更多申请人拿到PR！
	
祝各位好运~
	
#新加坡PR[话题]# #帮忙申请PR[话题]# #新加坡PR申请[话题]# #pr申请[话题]#",1,1732954277273,1732954277273,ceab9a6a-9d6e-4185-9528-996ad785799f,2
